,Athlete,Gender,Event,Medal,DOB,height,weight_lbs,weight_kg,DOB1,Age,Year
1039,"FLOREA, Razvan Ionut",Men,200m backstroke,Bronze,,193.04,,#VALUE!,,,2004
1040,"PEIRSOL, Aaron",Men,200m backstroke,Gold,"July 23, 1983 (age 33 years)",190.5,201,91.36363636,"July 23, 1983 ",21.1232876712,2004
1041,"ROGAN, Markus",Men,200m backstroke,Silver,"May 4, 1982 (age 34 years)",195.58,205,93.18181818,"May 4, 1982 ",22.3424657534,2004
1042,"BUSCHSCHULTE, Antje",Women,200m backstroke,Bronze,"December 27, 1978 (age 37 years)",185.42,165,75,"December 27, 1978 ",25.695890411,2004
1043,"NAKAMURA, Reiko",Women,200m backstroke,Bronze,"May 17, 1982 (age 34 years)",,121,55,"May 17, 1982 ",22.3068493151,2004
1044,"COVENTRY, Kirsty",Women,200m backstroke,Gold,"September 16, 1983 (age 33 years)",172.72,132,60,"September 16, 1983 ",20.9726027397,2004
1045,"KOMAROVA, Stanislava",Women,200m backstroke,Silver,"June 12, 1986 (age 30 years)",,130,59.09090909,"June 12, 1986 ",18.2328767123,2004
1046,"HANSEN, Brendan",Men,200m breaststroke,Bronze,"August 15, 1981 (age 35 years)",182.88,187,85,"August 15, 1981 ",23.0602739726,2004
1047,"KITAJIMA, Kosuke",Men,200m breaststroke,Gold,"September 22, 1982 (age 34 years)",177.8,161,73.18181818,"September 22, 1982 ",21.9561643836,2004
1048,"GYURTA, Daniel",Men,200m breaststroke,Silver,"May 4, 1989 (age 27 years)",185.42,,#VALUE!,"May 4, 1989 ",15.3369863014,2004
1049,"POLESKA, Anne",Women,200m breaststroke,Bronze,"February 20, 1980 (age 36 years)",180.34,139,63.18181818,"February 20, 1980 ",24.5452054795,2004
1050,"BEARD, Amanda",Women,200m breaststroke,Gold,"October 29, 1981 (age 35 years)",172.72,130,59.09090909,"October 29, 1981 ",22.8547945205,2004
1051,"JONES, Leisel",Women,200m breaststroke,Silver,"August 30, 1985 (age 31 years)",177.8,150,68.18181818,"August 30, 1985 ",19.0164383562,2004
1052,"PARRY, Stephen",Men,200m butterfly,Bronze,"January 22, 1949 (age 67 years)",170.18,198,90,"January 22, 1949 ",,2004
1053,"PHELPS, Michael",Men,200m butterfly,Gold,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",19.1835616438,2004
1054,"YAMAMOTO, Takashi",Men,200m butterfly,Silver,,,159,72.27272727,,,2004
1055,"NAKANISHI, Yuko",Women,200m butterfly,Bronze,"April 24, 1981 (age 35 years)",,119,54.09090909,"April 24, 1981 ",23.3698630137,2004
1056,"JEDRZEJCZAK, Otylia",Women,200m butterfly,Gold,"December 13, 1983 (age 32 years)",187.96,,#VALUE!,"December 13, 1983 ",20.7315068493,2004
1057,"THOMAS, Petria",Women,200m butterfly,Silver,"August 25, 1975 (age 41 years)",162.56,141,64.09090909,"August 25, 1975 ",,2004
1058,"PHELPS, Michael",Men,200m freestyle,Bronze,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",19.1835616438,2004
1059,"THORPE, Ian",Men,200m freestyle,Gold,"October 13, 1982 (age 34 years)",195.58,229,104.0909091,"October 13, 1982 ",21.898630137,2004
1060,"VAN DEN HOOGENBAND, Pieter",Men,200m freestyle,Silver,"March 14, 1978 (age 38 years)",193.04,176,80,"March 14, 1978 ",26.4849315068,2004
1061,"FIGUES, Solenne",Women,200m freestyle,Bronze,"June 6, 1979 (age 37 years)",177.8,,#VALUE!,"June 6, 1979 ",25.2547945205,2004
1062,"POTEC, Camelia",Women,200m freestyle,Gold,"February 19, 1982 (age 34 years)",177.8,143,65,"February 19, 1982 ",22.5452054795,2004
1063,"PELLEGRINI, Federica",Women,200m freestyle,Silver,"August 5, 1988 (age 28 years)",177.8,150,68.18181818,"August 5, 1988 ",16.0821917808,2004
1064,"BOVELL, George",Men,200m individual medley,Bronze,"July 18, 1983 (age 33 years)",195.58,163,74.09090909,"July 18, 1983 ",21.1369863014,2004
1065,"PHELPS, Michael",Men,200m individual medley,Gold,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",19.1835616438,2004
1066,"LOCHTE, Ryan",Men,200m individual medley,Silver,"August 3, 1984 (age 32 years)",187.96,196,89.09090909,"August 3, 1984 ",20.0904109589,2004
1067,"COVENTRY, Kirsty",Women,200m individual medley,Bronze,"September 16, 1983 (age 33 years)",172.72,132,60,"September 16, 1983 ",20.9726027397,2004
1068,"KLOCHKOVA, Yana",Women,200m individual medley,Gold,"August 7, 1982 (age 34 years)",182.88,154,70,"August 7, 1982 ",22.0821917808,2004
1069,"BEARD, Amanda",Women,200m individual medley,Silver,"October 29, 1981 (age 35 years)",172.72,130,59.09090909,"October 29, 1981 ",22.8547945205,2004
1070,"KELLER, Klete",Men,400m freestyle,Bronze,"March 21, 1982 (age 34 years)",198.12,214,97.27272727,"March 21, 1982 ",22.4630136986,2004
1071,"THORPE, Ian",Men,400m freestyle,Gold,"October 13, 1982 (age 34 years)",195.58,229,104.0909091,"October 13, 1982 ",21.898630137,2004
1072,"HACKETT, Grant",Men,400m freestyle,Silver,"May 9, 1980 (age 36 years)",198.12,212,96.36363636,"May 9, 1980 ",24.3287671233,2004
1073,"SANDENO, Kaitlin",Women,400m freestyle,Bronze,"March 13, 1983 (age 33 years)",167.64,119,54.09090909,"March 13, 1983 ",21.4849315068,2004
1074,"MANAUDOU, Laure",Women,400m freestyle,Gold,,180.34,152,69.09090909,,,2004
1075,"JEDRZEJCZAK, Otylia",Women,400m freestyle,Silver,"December 13, 1983 (age 32 years)",187.96,,#VALUE!,"December 13, 1983 ",20.7315068493,2004
1076,"CSEH, Laszlo",Men,400m individual medley,Bronze,"December 3, 1985 (age 30 years)",187.96,,#VALUE!,"December 3, 1985 ",18.7561643836,2004
1077,"PHELPS, Michael",Men,400m individual medley,Gold,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",19.1835616438,2004
1078,"VENDT, Erik",Men,400m individual medley,Silver,"January 9, 1981 (age 35 years)",180.34,165,75,"January 9, 1981 ",23.6575342466,2004
1079,"BARDACH, Georgina",Women,400m individual medley,Bronze,"August 18, 1983 (age 33 years)",170.18,139,63.18181818,"August 18, 1983 ",21.0520547945,2004
1080,"KLOCHKOVA, Yana",Women,400m individual medley,Gold,"August 7, 1982 (age 34 years)",182.88,154,70,"August 7, 1982 ",22.0821917808,2004
1081,"SANDENO, Kaitlin",Women,400m individual medley,Silver,,,119,54.09090909,,,2004
1082,"SCHOEMAN, Roland",Men,50m freestyle,Bronze,,,185,84.09090909,,,2004
1083,"HALL, Gary Jr.",Men,50m freestyle,Gold,,,218,99.09090909,,,2004
1084,"DRAGANJA, Duje",Men,50m freestyle,Silver,,,190,86.36363636,,,2004
1085,"TRICKETT, Lisbeth",Women,50m freestyle,Bronze,,,132,60,,,2004
1086,"DE BRUIJN, Inge",Women,50m freestyle,Gold,,177.8,121,55,,,2004
1087,"METELLA, Malia",Women,50m freestyle,Silver,"February 23, 1982 (age 34 years)",175.26,148,67.27272727,"February 23, 1982 ",22.5342465753,2004
1088,"MUNZ, Diana",Women,800m freestyle,Bronze,"June 19, 1982 (age 34 years)",162.56,123,55.90909091,"June 19, 1982 ",22.2164383562,2004
1089,"SHIBATA, Ai",Women,800m freestyle,Gold,"May 14, 1982 (age 34 years)",175.26,139,63.18181818,"May 14, 1982 ",22.3150684932,2004
1090,"MANAUDOU, Laure",Women,800m freestyle,Silver,,180.34,152,69.09090909,,,2004
1091,"STOECKEL, Hayden",Men,100m backstroke,Bronze,"August 10, 1984 (age 32 years)",198.12,209,95,"August 10, 1984 ",24.0739726027,2008
1092,"VYATCHANIN, Arkady",Men,100m backstroke,Bronze,"April 4, 1984 (age 32 years)",203.2,,#VALUE!,"April 4, 1984 ",24.4246575342,2008
1093,"PEIRSOL, Aaron",Men,100m backstroke,Gold,"July 23, 1983 (age 33 years)",190.5,201,91.36363636,"July 23, 1983 ",25.1260273973,2008
1094,"GREVERS, Matt",Men,100m backstroke,Silver,"March 26, 1985 (age 31 years)",203.2,231,105,"March 26, 1985 ",23.4493150685,2008
1095,"HOELZER, Margaret",Women,100m backstroke,Bronze,"March 30, 1983 (age 33 years)",180.34,174,79.09090909,"March 30, 1983 ",25.4410958904,2008
1096,"COUGHLIN, Natalie",Women,100m backstroke,Gold,"August 23, 1982 (age 34 years)",172.72,139,63.18181818,"August 23, 1982 ",26.0410958904,2008
1097,"COVENTRY, Kirsty",Women,100m backstroke,Silver,"September 16, 1983 (age 33 years)",172.72,132,60,"September 16, 1983 ",24.9753424658,2008
1098,"DUBOSCQ, Hugues",Men,100m breaststroke,Bronze,"August 29, 1981 (age 35 years)",190.5,185,84.09090909,"August 29, 1981 ",27.0246575342,2008
1099,"KITAJIMA, Kosuke",Men,100m breaststroke,Gold,"September 22, 1982 (age 34 years)",177.8,161,73.18181818,"September 22, 1982 ",25.9589041096,2008
1100,"OEN, Alexander Dale",Men,100m breaststroke,Silver,21-May-85,190.5,176,80,21-May-85,23.295890411,2008
1101,"JUKIC, Mirna",Women,100m breaststroke,Bronze,"April 9, 1986 (age 30 years)",177.8,150,68.18181818,"April 9, 1986 ",22.4109589041,2008
1102,"JONES, Leisel",Women,100m breaststroke,Gold,"August 30, 1985 (age 31 years)",177.8,150,68.18181818,"August 30, 1985 ",23.0191780822,2008
1103,"SONI, Rebecca",Women,100m breaststroke,Silver,"March 18, 1987 (age 29 years)",172.72,134,60.90909091,"March 18, 1987 ",21.4712328767,2008
1104,"LAUTERSTEIN, Andrew",Men,100m butterfly,Bronze,"May 22, 1987 (age 29 years)",185.42,198,90,"May 22, 1987 ",21.2931506849,2008
1105,"PHELPS, Michael",Men,100m butterfly,Gold,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",23.1863013699,2008
1106,"CAVIC, Milorad",Men,100m butterfly,Silver,"May 31, 1984 (age 32 years)",195.58,,#VALUE!,"May 31, 1984 ",24.2684931507,2008
1107,"SCHIPPER, Jessicah",Women,100m butterfly,Bronze,"November 19, 1986 (age 29 years)",170.18,132,60,"November 19, 1986 ",21.797260274,2008
1108,"TRICKETT, Lisbeth",Women,100m butterfly,Gold,"January 28, 1985 (age 31 years)",167.64,132,60,"January 28, 1985 ",23.6054794521,2008
1109,"MAGNUSON, Christine",Women,100m butterfly,Silver,"October 17, 1985 (age 31 years)",185.42,161,73.18181818,"October 17, 1985 ",22.8876712329,2008
1110,"CIELO FILHO, Cesar",Men,100m freestyle,Bronze,"January 10, 1987 (age 29 years)",195.58,,#VALUE!,"January 10, 1987 ",21.6547945205,2008
1111,"LEZAK, Jason",Men,100m freestyle,Bronze,"November 12, 1975 (age 40 years)",193.04,216,98.18181818,"November 12, 1975 ",,2008
1112,"BERNARD, Alain",Men,100m freestyle,Gold,"May 1, 1983 (age 33 years)",195.58,198,90,"May 1, 1983 ",25.3534246575,2008
1113,"SULLIVAN, Eamon",Men,100m freestyle,Silver,"August 30, 1985 (age 31 years)",187.96,172,78.18181818,"August 30, 1985 ",23.0191780822,2008
1114,"COUGHLIN, Natalie",Women,100m freestyle,Bronze,"August 23, 1982 (age 34 years)",172.72,139,63.18181818,"August 23, 1982 ",26.0410958904,2008
1115,"STEFFEN, Britta",Women,100m freestyle,Gold,"November 16, 1983 (age 32 years)",180.34,132,60,"November 16, 1983 ",24.8082191781,2008
1116,"TRICKETT, Lisbeth",Women,100m freestyle,Silver,"January 28, 1985 (age 31 years)",167.64,132,60,"January 28, 1985 ",23.6054794521,2008
1117,"COCHRANE, Ryan",Men,1500m freestyle,Bronze,"October 29, 1988 (age 28 years)",193.04,176,80,"October 29, 1988 ",19.8520547945,2008
1118,"MELLOULI, Oussama",Men,1500m freestyle,Gold,"February 16, 1984 (age 32 years)",193.04,185,84.09090909,"February 16, 1984 ",24.5561643836,2008
1119,"HACKETT, Grant",Men,1500m freestyle,Silver,"May 9, 1980 (age 36 years)",198.12,212,96.36363636,"May 9, 1980 ",,2008
1120,"VYATCHANIN, Arkady",Men,200m backstroke,Bronze,"April 4, 1984 (age 32 years)",203.2,,#VALUE!,"April 4, 1984 ",24.4246575342,2008
1121,"LOCHTE, Ryan",Men,200m backstroke,Gold,"August 3, 1984 (age 32 years)",187.96,196,89.09090909,"August 3, 1984 ",24.0931506849,2008
1122,"PEIRSOL, Aaron",Men,200m backstroke,Silver,"July 23, 1983 (age 33 years)",190.5,201,91.36363636,"July 23, 1983 ",25.1260273973,2008
1123,"NAKAMURA, Reiko",Women,200m backstroke,Bronze,"May 17, 1982 (age 34 years)",,121,55,"May 17, 1982 ",26.3095890411,2008
1124,"COVENTRY, Kirsty",Women,200m backstroke,Gold,"September 16, 1983 (age 33 years)",172.72,132,60,"September 16, 1983 ",24.9753424658,2008
1125,"HOELZER, Margaret",Women,200m backstroke,Silver,"March 30, 1983 (age 33 years)",180.34,174,79.09090909,"March 30, 1983 ",25.4410958904,2008
1126,"DUBOSCQ, Hugues",Men,200m breaststroke,Bronze,"August 29, 1981 (age 35 years)",190.5,185,84.09090909,"August 29, 1981 ",27.0246575342,2008
1127,"KITAJIMA, Kosuke",Men,200m breaststroke,Gold,"September 22, 1982 (age 34 years)",177.8,161,73.18181818,"September 22, 1982 ",25.9589041096,2008
1128,"RICKARD, Brenton",Men,200m breaststroke,Silver,,193.04,203,92.27272727,,,2008
1129,"NORDENSTAM, Sara",Women,200m breaststroke,Bronze,,170.18,154,70,,,2008
1130,"SONI, Rebecca",Women,200m breaststroke,Gold,,172.72,134,60.90909091,,,2008
1131,"JONES, Leisel",Women,200m breaststroke,Silver,,177.8,150,68.18181818,,,2008
1132,"MATSUDA, Takeshi",Men,200m butterfly,Bronze,,182.88,187,85,,,2008
1133,"PHELPS, Michael",Men,200m butterfly,Gold,,193.04,196,89.09090909,,,2008
1134,"CSEH, Laszlo",Men,200m butterfly,Silver,,187.96,,#VALUE!,,,2008
1135,"SCHIPPER, Jessicah",Women,200m butterfly,Bronze,,170.18,132,60,,,2008
1136,"LIU, Zige",Women,200m butterfly,Gold,,180.34,154,70,,,2008
1137,"JIAO, Liuyang",Women,200m butterfly,Silver,"August 6, 1991 (age 25 years)",172.72,139,63.18181818,"August 6, 1991 ",17.0821917808,2008
1138,"VANDERKAAY, Peter",Men,200m freestyle,Bronze,"February 12, 1984 (age 32 years)",193.04,209,95,"February 12, 1984 ",24.5671232877,2008
1139,"PHELPS, Michael",Men,200m freestyle,Gold,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",23.1863013699,2008
1140,"PARK, Taehwan",Men,200m freestyle,Silver,"September 27, 1989 (age 27 years)",182.88,,#VALUE!,"September 27, 1989 ",18.9397260274,2008
1141,"PANG, Jiaying",Women,200m freestyle,Bronze,"January 6, 1985 (age 31 years)",177.8,141,64.09090909,"January 6, 1985 ",23.6657534247,2008
1142,"PELLEGRINI, Federica",Women,200m freestyle,Gold,"August 5, 1988 (age 28 years)",177.8,150,68.18181818,"August 5, 1988 ",20.0849315068,2008
1143,"ISAKOVIC, Sara",Women,200m freestyle,Silver,"June 9, 1988 (age 28 years)",175.26,,#VALUE!,"June 9, 1988 ",20.2410958904,2008
1144,"LOCHTE, Ryan",Men,200m individual medley,Bronze,"August 3, 1984 (age 32 years)",187.96,196,89.09090909,"August 3, 1984 ",24.0931506849,2008
1145,"PHELPS, Michael",Men,200m individual medley,Gold,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",23.1863013699,2008
1146,"CSEH, Laszlo",Men,200m individual medley,Silver,"December 3, 1985 (age 30 years)",187.96,,#VALUE!,"December 3, 1985 ",22.7589041096,2008
1147,"COUGHLIN, Natalie",Women,200m individual medley,Bronze,"August 23, 1982 (age 34 years)",172.72,139,63.18181818,"August 23, 1982 ",26.0410958904,2008
1148,"RICE, Stephanie",Women,200m individual medley,Gold,"June 17, 1988 (age 28 years)",175.26,148,67.27272727,"June 17, 1988 ",20.2191780822,2008
1149,"COVENTRY, Kirsty",Women,200m individual medley,Silver,"September 16, 1983 (age 33 years)",172.72,132,60,"September 16, 1983 ",24.9753424658,2008
1150,"JENSEN, Larsen",Men,400m freestyle,Bronze,"September 1, 1985 (age 31 years)",182.88,194,88.18181818,"September 1, 1985 ",23.0136986301,2008
1151,"PARK, Taehwan",Men,400m freestyle,Gold,"September 27, 1989 (age 27 years)",182.88,,#VALUE!,"September 27, 1989 ",18.9397260274,2008
1152,"ZHANG, Lin",Men,400m freestyle,Silver,"January 6, 1987 (age 29 years)",187.96,170,77.27272727,"January 6, 1987 ",21.6657534247,2008
1153,"JACKSON, Joanne",Women,400m freestyle,Bronze,"July 26, 1928 (age 88 years)",185.42,168,76.36363636,"July 26, 1928 ",,2008
1154,"ADLINGTON, Rebecca",Women,400m freestyle,Gold,"February 17, 1989 (age 27 years)",177.8,154,70,"February 17, 1989 ",19.5479452055,2008
1155,"HOFF, Katie",Women,400m freestyle,Silver,"June 3, 1989 (age 27 years)",175.26,141,64.09090909,"June 3, 1989 ",19.2575342466,2008
1156,"LOCHTE, Ryan",Men,400m individual medley,Bronze,"August 3, 1984 (age 32 years)",187.96,196,89.09090909,"August 3, 1984 ",24.0931506849,2008
1157,"PHELPS, Michael",Men,400m individual medley,Gold,"June 30, 1985 (age 31 years)",193.04,196,89.09090909,"June 30, 1985 ",23.1863013699,2008
1158,"CSEH, Laszlo",Men,400m individual medley,Silver,"December 3, 1985 (age 30 years)",187.96,,#VALUE!,"December 3, 1985 ",22.7589041096,2008
1159,"HOFF, Katie",Women,400m individual medley,Bronze,"June 3, 1989 (age 27 years)",175.26,141,64.09090909,"June 3, 1989 ",19.2575342466,2008
1160,"RICE, Stephanie",Women,400m individual medley,Gold,"June 17, 1988 (age 28 years)",175.26,148,67.27272727,"June 17, 1988 ",20.2191780822,2008
1161,"COVENTRY, Kirsty",Women,400m individual medley,Silver,"September 16, 1983 (age 33 years)",172.72,132,60,"September 16, 1983 ",24.9753424658,2008
1162,"BERNARD, Alain",Men,50m freestyle,Bronze,"May 1, 1983 (age 33 years)",195.58,198,90,"May 1, 1983 ",25.3534246575,2008
1163,"CIELO FILHO, Cesar",Men,50m freestyle,Gold,"January 10, 1987 (age 29 years)",195.58,,#VALUE!,"January 10, 1987 ",21.6547945205,2008
1164,"LEVEAUX, Amaury",Men,50m freestyle,Silver,"December 2, 1985 (age 30 years)",203.2,194,88.18181818,"December 2, 1985 ",22.7616438356,2008
1165,"CAMPBELL, Cate",Women,50m freestyle,Bronze,"May 20, 1992 (age 24 years)",185.42,148,67.27272727,"May 20, 1992 ",16.2931506849,2008
1166,"STEFFEN, Britta",Women,50m freestyle,Gold,"November 16, 1983 (age 32 years)",180.34,132,60,"November 16, 1983 ",24.8082191781,2008
1167,"TORRES, Dara",Women,50m freestyle,Silver,"April 15, 1967 (age 49 years)",180.34,150,68.18181818,"April 15, 1967 ",,2008
1168,"FRIIS, Lotte",Women,800m freestyle,Bronze,"February 9, 1988 (age 28 years)",182.88,161,73.18181818,"February 9, 1988 ",20.5726027397,2008
1169,"ADLINGTON, Rebecca",Women,800m freestyle,Gold,"February 17, 1989 (age 27 years)",177.8,154,70,"February 17, 1989 ",19.5479452055,2008
1170,"FILIPPI, Alessia",Women,800m freestyle,Silver,"June 23, 1987 (age 29 years)",185.42,139,63.18181818,"June 23, 1987 ",21.2054794521,2008
