,Unnamed: 0,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,DOB,height,age,weight_lbs,weight_kg,distance,stroke
784,784,Barcelona,1992,Aquatics,Swimming,"DIEBEL, Nelson",USA,Men,100m breaststroke,M,Gold,"November 9, 1970 (age 45 years)",182.88,,185,84.09090909,100m,Breaststroke
785,785,Barcelona,1992,Aquatics,Swimming,"ROZSA, Norbert",HUN,Men,100m breaststroke,M,Silver,"February 9, 1972 (age 44 years)",185.42,,,#VALUE!,100m,Breaststroke
786,786,Barcelona,1992,Aquatics,Swimming,"RILEY, Samantha Linette",AUS,Women,100m breaststroke,W,Bronze,"November 13, 1972 (age 43 years)",160.02,,130,59.09090909,100m,Breaststroke
787,787,Barcelona,1992,Aquatics,Swimming,"RUDKOVSKAYA, Elena",EUN,Women,100m breaststroke,W,Gold,"April 21, 1973 (age 43 years)",,,,#VALUE!,100m,Breaststroke
788,788,Barcelona,1992,Aquatics,Swimming,"NALL, Anita",USA,Women,100m breaststroke,W,Silver,"July 21, 1976 (age 40 years)",165.1,,123,55.90909091,100m,Breaststroke
789,789,Barcelona,1992,Aquatics,Swimming,"NESTY, Anthony Conrad",SUR,Men,100m butterfly,M,Bronze,,,,172,78.18181818,100m,Butterfly
790,790,Barcelona,1992,Aquatics,Swimming,"MORALES, Pablo",USA,Men,100m butterfly,M,Gold,"December 5, 1964 (age 51 years)",190.5,,185,84.09090909,100m,Butterfly
791,791,Barcelona,1992,Aquatics,Swimming,"SZUKALA, Rafal",POL,Men,100m butterfly,M,Silver,"April 9, 1971 (age 45 years)",182.88,,,#VALUE!,100m,Butterfly
792,792,Barcelona,1992,Aquatics,Swimming,"PLEWINSKI, Catherine",FRA,Women,100m butterfly,W,Bronze,"July 12, 1968 (age 48 years)",,,128,58.18181818,100m,Butterfly
793,793,Barcelona,1992,Aquatics,Swimming,"QIAN, Hong",CHN,Women,100m butterfly,W,Gold,,,,137,62.27272727,100m,Butterfly
794,794,Barcelona,1992,Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",USA,Women,100m butterfly,W,Silver,"May 20, 1970 (age 46 years)",172.72,,115,52.27272727,100m,Butterfly
795,795,Barcelona,1992,Aquatics,Swimming,"CARON, Stephan",FRA,Men,100m freestyle,M,Bronze,"July 1, 1966 (age 50 years)",,,,#VALUE!,100m,Freestyle
796,796,Barcelona,1992,Aquatics,Swimming,"POPOV, Alexander",EUN,Men,100m freestyle,M,Gold,"November 16, 1971 (age 44 years)",198.12,,,#VALUE!,100m,Freestyle
797,797,Barcelona,1992,Aquatics,Swimming,"BORGES, Gustavo",BRA,Men,100m freestyle,M,Silver,"December 2, 1972 (age 43 years)",203.2,,216,98.18181818,100m,Freestyle
798,798,Barcelona,1992,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,100m freestyle,W,Bronze,"April 5, 1978 (age 38 years)",180.34,,146,66.36363636,100m,Freestyle
799,799,Barcelona,1992,Aquatics,Swimming,"ZHUANG, Yong",CHN,Women,100m freestyle,W,Gold,"August 10, 1972 (age 44 years)",,,170,77.27272727,100m,Freestyle
800,800,Barcelona,1992,Aquatics,Swimming,"THOMPSON, Jenny",USA,Women,100m freestyle,W,Silver,"February 26, 1973 (age 43 years)",177.8,,152,69.09090909,100m,Freestyle
801,801,Barcelona,1992,Aquatics,Swimming,"HOFFMANN, J_rg",GER,Men,1500m freestyle,M,Bronze,,,,,#VALUE!,1500m,Freestyle
802,802,Barcelona,1992,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Men,1500m freestyle,M,Gold,"August 14, 1973 (age 43 years)",193.04,,198,90,1500m,Freestyle
803,803,Barcelona,1992,Aquatics,Swimming,"HOUSMAN, Glen Clifford",AUS,Men,1500m freestyle,M,Silver,"September 3, 1971 (age 45 years)",182.88,,176,80,1500m,Freestyle
804,804,Barcelona,1992,Aquatics,Swimming,"BATTISTELLI, Stefano",ITA,Men,200m backstroke,M,Bronze,"March 6, 1970 (age 46 years)",175.26,,134,60.90909091,200m,Backstroke
805,805,Barcelona,1992,Aquatics,Swimming,"LOPEZ-ZUBERO, Martin",ESP,Men,200m backstroke,M,Gold,"April 23, 1969 (age 47 years)",187.96,,,#VALUE!,200m,Backstroke
806,806,Barcelona,1992,Aquatics,Swimming,"SELKOV, Vladimir",EUN,Men,200m backstroke,M,Silver,"April 1, 1971 (age 45 years)",187.96,,165,75,200m,Backstroke
807,807,Barcelona,1992,Aquatics,Swimming,"STEVENSON, Nicole Dawn",AUS,Women,200m backstroke,W,Bronze,"June 24, 1971 (age 45 years)",175.26,,143,65,200m,Backstroke
808,808,Barcelona,1992,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,200m backstroke,W,Gold,"August 16, 1974 (age 42 years)",175.26,,126,57.27272727,200m,Backstroke
809,809,Barcelona,1992,Aquatics,Swimming,"HASE, Dagmar",GER,Women,200m backstroke,W,Silver,"December 22, 1969 (age 46 years)",182.88,,137,62.27272727,200m,Backstroke
810,810,Barcelona,1992,Aquatics,Swimming,"GILLINGHAM, Nick",GBR,Men,200m breaststroke,M,Bronze,"January 22, 1967 (age 49 years)",182.88,,159,72.27272727,200m,Breaststroke
811,811,Barcelona,1992,Aquatics,Swimming,"BARROWMAN, Mike",USA,Men,200m breaststroke,M,Gold,,180.34,,165,75,200m,Breaststroke
812,812,Barcelona,1992,Aquatics,Swimming,"ROZSA, Norbert",HUN,Men,200m breaststroke,M,Silver,"February 9, 1972 (age 44 years)",185.42,,,#VALUE!,200m,Breaststroke
813,813,Barcelona,1992,Aquatics,Swimming,"NALL, Anita",USA,Women,200m breaststroke,W,Bronze,"July 21, 1976 (age 40 years)",165.1,,123,55.90909091,200m,Breaststroke
814,814,Barcelona,1992,Aquatics,Swimming,"IWASAKI, Kyoko",JPN,Women,200m breaststroke,W,Gold,,160.02,,110,50,200m,Breaststroke
815,815,Barcelona,1992,Aquatics,Swimming,"LIN, Li",CHN,Women,200m breaststroke,W,Silver,,170.18,,152,69.09090909,200m,Breaststroke
816,816,Barcelona,1992,Aquatics,Swimming,"ESPOSITO, Franck",FRA,Men,200m butterfly,M,Bronze,,,,163,74.09090909,200m,Butterfly
817,817,Barcelona,1992,Aquatics,Swimming,"STEWART, Melvin",USA,Men,200m butterfly,M,Gold,,187.96,,183,83.18181818,200m,Butterfly
818,818,Barcelona,1992,Aquatics,Swimming,"LOADER, Danyon Joseph",NZL,Men,200m butterfly,M,Silver,,187.96,,,#VALUE!,200m,Butterfly
819,819,Barcelona,1992,Aquatics,Swimming,"O'NEILL, Susan",AUS,Women,200m butterfly,W,Bronze,"August 2, 1973 (age 43 years)",170.18,,139,63.18181818,200m,Butterfly
820,820,Barcelona,1992,Aquatics,Swimming,"SANDERS, Summer",USA,Women,200m butterfly,W,Gold,"October 13, 1972 (age 44 years)",175.26,,126,57.27272727,200m,Butterfly
821,821,Barcelona,1992,Aquatics,Swimming,"WANG, Xiaohong",CHN,Women,200m butterfly,W,Silver,"November 20, 1968 (age 47 years)",,,146,66.36363636,200m,Butterfly
822,822,Barcelona,1992,Aquatics,Swimming,"KASVIO, Antti Alexander",FIN,Men,200m freestyle,M,Bronze,"December 20, 1973 (age 42 years)",,,75-80,#VALUE!,200m,Freestyle
823,823,Barcelona,1992,Aquatics,Swimming,"SADOVYI, Evgueni",EUN,Men,200m freestyle,M,Gold,,,,,#VALUE!,200m,Freestyle
824,824,Barcelona,1992,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Men,200m freestyle,M,Silver,"December 1, 1968 (age 47 years)",185.42,,161,73.18181818,200m,Freestyle
825,825,Barcelona,1992,Aquatics,Swimming,"KIELGASS, Kerstin",GER,Women,200m freestyle,W,Bronze,"December 6, 1969 (age 46 years)",177.8,,,#VALUE!,200m,Freestyle
826,826,Barcelona,1992,Aquatics,Swimming,"HAISLETT, Nicole Lee",USA,Women,200m freestyle,W,Gold,"December 16, 1972 (age 43 years)",172.72,,141,64.09090909,200m,Freestyle
827,827,Barcelona,1992,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,200m freestyle,W,Silver,"April 5, 1978 (age 38 years)",180.34,,146,66.36363636,200m,Freestyle
828,828,Barcelona,1992,Aquatics,Swimming,"CZENE, Attila",HUN,Men,200m individual medley,M,Bronze,"June 20, 1974 (age 42 years)",185.42,,168,76.36363636,200m,Individual
829,829,Barcelona,1992,Aquatics,Swimming,"DARNYI, Tamas",HUN,Men,200m individual medley,M,Gold,"June 3, 1967 (age 49 years)",185.42,,,#VALUE!,200m,Individual
830,830,Barcelona,1992,Aquatics,Swimming,"BURGESS, Gregory",USA,Men,200m individual medley,M,Silver,1945,193.04,47.0,205,93.18181818,200m,Individual
831,831,Barcelona,1992,Aquatics,Swimming,"HUNGER, Daniela",GER,Women,200m individual medley,W,Bronze,"March 20, 1972 (age 44 years)",175.26,,139,63.18181818,200m,Individual
832,832,Barcelona,1992,Aquatics,Swimming,"LIN, Li",CHN,Women,200m individual medley,W,Gold,"April 16, 1976 (age 40 years)",170.18,,152,69.09090909,200m,Individual
833,833,Barcelona,1992,Aquatics,Swimming,"SANDERS, Summer",USA,Women,200m individual medley,W,Silver,"October 13, 1972 (age 44 years)",175.26,,126,57.27272727,200m,Individual
834,834,Barcelona,1992,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Men,400m freestyle,M,Bronze,"December 1, 1968 (age 47 years)",185.42,,161,73.18181818,400m,Freestyle
835,835,Barcelona,1992,Aquatics,Swimming,"SADOVYI, Evgueni",EUN,Men,400m freestyle,M,Gold,,,,,#VALUE!,400m,Freestyle
836,836,Barcelona,1992,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Men,400m freestyle,M,Silver,"August 14, 1973 (age 43 years)",193.04,,198,90,400m,Freestyle
837,837,Barcelona,1992,Aquatics,Swimming,"LEWIS, Hayley Jane",AUS,Women,400m freestyle,W,Bronze,"March 2, 1974 (age 42 years)",170.18,,141,64.09090909,400m,Freestyle
838,838,Barcelona,1992,Aquatics,Swimming,"HASE, Dagmar",GER,Women,400m freestyle,W,Gold,"December 22, 1969 (age 46 years)",182.88,,137,62.27272727,400m,Freestyle
839,839,Barcelona,1992,Aquatics,Swimming,"EVANS, Janet",USA,Women,400m freestyle,W,Silver,"August 28, 1971 (age 45 years)",165.1,,119,54.09090909,400m,Freestyle
840,840,Barcelona,1992,Aquatics,Swimming,"SACCHI, Luca",ITA,Men,400m individual medley,M,Bronze,"January 10, 1968 (age 48 years)",185.42,,172,78.18181818,400m,Individual
841,841,Barcelona,1992,Aquatics,Swimming,"DARNYI, Tamas",HUN,Men,400m individual medley,M,Gold,"June 3, 1967 (age 49 years)",185.42,,,#VALUE!,400m,Individual
842,842,Barcelona,1992,Aquatics,Swimming,"NAMESNIK, Eric",USA,Men,400m individual medley,M,Silver,7-Aug-70,185.42,22.0,172,78.18181818,400m,Individual
843,843,Barcelona,1992,Aquatics,Swimming,"SANDERS, Summer",USA,Women,400m individual medley,W,Bronze,"October 13, 1972 (age 44 years)",175.26,,126,57.27272727,400m,Individual
844,844,Barcelona,1992,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,400m individual medley,W,Gold,"August 16, 1974 (age 42 years)",175.26,,126,57.27272727,400m,Individual
845,845,Barcelona,1992,Aquatics,Swimming,"LIN, Li",CHN,Women,400m individual medley,W,Silver,"April 16, 1976 (age 40 years)",170.18,,152,69.09090909,400m,Individual
846,846,Barcelona,1992,Aquatics,Swimming,"JAGER, Thomas Michael",USA,Men,50m freestyle,M,Bronze,"October 6, 1964 (age 52 years)",190.5,,181,82.27272727,50m,Freestyle
847,847,Barcelona,1992,Aquatics,Swimming,"POPOV, Alexander",EUN,Men,50m freestyle,M,Gold,"November 16, 1971 (age 44 years)",198.12,,,#VALUE!,50m,Freestyle
848,848,Barcelona,1992,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,50m freestyle,M,Silver,"October 8, 1965 (age 51 years)",200.66,,209,95,50m,Freestyle
849,849,Barcelona,1992,Aquatics,Swimming,"MARTINO, Angel",USA,Women,50m freestyle,W,Bronze,"April 25, 1967 (age 49 years)",165.1,,150,68.18181818,50m,Freestyle
850,850,Barcelona,1992,Aquatics,Swimming,"YANG, Wenyi",CHN,Women,50m freestyle,W,Gold,"January 11, 1972 (age 44 years)",,,137,62.27272727,50m,Freestyle
851,851,Barcelona,1992,Aquatics,Swimming,"ZHUANG, Yong",CHN,Women,50m freestyle,W,Silver,"August 10, 1972 (age 44 years)",,,170,77.27272727,50m,Freestyle
852,852,Barcelona,1992,Aquatics,Swimming,"HENKE, Jana",GER,Women,800m freestyle,W,Bronze,"October 1, 1973 (age 43 years)",170.18,,132,60,800m,Freestyle
853,853,Barcelona,1992,Aquatics,Swimming,"EVANS, Janet",USA,Women,800m freestyle,W,Gold,"August 28, 1971 (age 45 years)",165.1,,119,54.09090909,800m,Freestyle
854,854,Barcelona,1992,Aquatics,Swimming,"LEWIS, Hayley Jane",AUS,Women,800m freestyle,W,Silver,"March 2, 1974 (age 42 years)",170.18,,141,64.09090909,800m,Freestyle
855,855,Atlanta,1996,Aquatics,Swimming,"BENT, Neisser",CUB,Men,100m backstroke,M,Bronze,"August 7, 1976 (age 40 years)",193.04,,148,67.27272727,100m,Backstroke
856,856,Atlanta,1996,Aquatics,Swimming,"ROUSE, Jeff Norman",USA,Men,100m backstroke,M,Gold,,193.04,,190,86.36363636,100m,Backstroke
857,857,Atlanta,1996,Aquatics,Swimming,"FALCON CABRERA, Rodolfo",CUB,Men,100m backstroke,M,Silver,,,,,#VALUE!,100m,Backstroke
858,858,Atlanta,1996,Aquatics,Swimming,"KRIEL, Marianne",RSA,Women,100m backstroke,W,Bronze,,,,,#VALUE!,100m,Backstroke
859,859,Atlanta,1996,Aquatics,Swimming,"BOTSFORD, Beth",USA,Women,100m backstroke,W,Gold,,165.1,,108,49.09090909,100m,Backstroke
860,860,Atlanta,1996,Aquatics,Swimming,"HEDGEPETH, Whitney L.",USA,Women,100m backstroke,W,Silver,,177.8,,,#VALUE!,100m,Backstroke
861,861,Atlanta,1996,Aquatics,Swimming,"WARNECKE, Mark",GER,Men,100m breaststroke,M,Bronze,"February 15, 1970 (age 46 years)",187.96,,220,100,100m,Breaststroke
862,862,Atlanta,1996,Aquatics,Swimming,"DEBURGHGRAEVE, Frederik",BEL,Men,100m breaststroke,M,Gold,"June 1, 1973 (age 43 years)",175.26,,,#VALUE!,100m,Breaststroke
863,863,Atlanta,1996,Aquatics,Swimming,"LINN, Jeremy",USA,Men,100m breaststroke,M,Silver,"August 23, 1988 (age 28 years)",190.5,,183,83.18181818,100m,Breaststroke
864,864,Atlanta,1996,Aquatics,Swimming,"RILEY, Samantha Linette",AUS,Women,100m breaststroke,W,Bronze,"November 13, 1972 (age 43 years)",160.02,,130,59.09090909,100m,Breaststroke
865,865,Atlanta,1996,Aquatics,Swimming,"HEYNS, Penelope",RSA,Women,100m breaststroke,W,Gold,"November 8, 1974 (age 41 years)",,,139,63.18181818,100m,Breaststroke
866,866,Atlanta,1996,Aquatics,Swimming,"BEARD, Amanda",USA,Women,100m breaststroke,W,Silver,"October 29, 1981 (age 35 years)",172.72,,130,59.09090909,100m,Breaststroke
867,867,Atlanta,1996,Aquatics,Swimming,"KULIKOV, Vladislav",RUS,Men,100m butterfly,M,Bronze,"January 7, 1971 (age 45 years)",190.5,,190,86.36363636,100m,Butterfly
868,868,Atlanta,1996,Aquatics,Swimming,"PANKRATOV, Denis",RUS,Men,100m butterfly,M,Gold,"July 4, 1974 (age 42 years)",187.96,,185,84.09090909,100m,Butterfly
869,869,Atlanta,1996,Aquatics,Swimming,"MILLER, Scott",AUS,Men,100m butterfly,M,Silver,4-Apr-60,177.8,36.0,205,93.18181818,100m,Butterfly
870,870,Atlanta,1996,Aquatics,Swimming,"MARTINO, Angel",USA,Women,100m butterfly,W,Bronze,"April 25, 1967 (age 49 years)",165.1,,150,68.18181818,100m,Butterfly
871,871,Atlanta,1996,Aquatics,Swimming,"VAN DYKEN, Amy",USA,Women,100m butterfly,W,Gold,"February 15, 1973 (age 43 years)",182.88,,163,74.09090909,100m,Butterfly
872,872,Atlanta,1996,Aquatics,Swimming,"LIU, Limin",CHN,Women,100m butterfly,W,Silver,"March 27, 1976 (age 40 years)",170.18,,150,68.18181818,100m,Butterfly
873,873,Atlanta,1996,Aquatics,Swimming,"BORGES, Gustavo",BRA,Men,100m freestyle,M,Bronze,"December 2, 1972 (age 43 years)",203.2,,216,98.18181818,100m,Freestyle
874,874,Atlanta,1996,Aquatics,Swimming,"POPOV, Alexander",RUS,Men,100m freestyle,M,Gold,"November 16, 1971 (age 44 years)",198.12,,,#VALUE!,100m,Freestyle
875,875,Atlanta,1996,Aquatics,Swimming,"HALL, Gary Jr.",USA,Men,100m freestyle,M,Silver,"September 26, 1974 (age 42 years)",198.12,,218,99.09090909,100m,Freestyle
876,876,Atlanta,1996,Aquatics,Swimming,"MARTINO, Angel",USA,Women,100m freestyle,W,Bronze,"April 25, 1967 (age 49 years)",165.1,,150,68.18181818,100m,Freestyle
877,877,Atlanta,1996,Aquatics,Swimming,"LE, Jingyi",CHN,Women,100m freestyle,W,Gold,"March 19, 1975 (age 41 years)",177.8,,150,68.18181818,100m,Freestyle
878,878,Atlanta,1996,Aquatics,Swimming,"VOELKER, Sandra",GER,Women,100m freestyle,W,Silver,"April 1, 1974 (age 42 years)",180.34,,,#VALUE!,100m,Freestyle
879,879,Atlanta,1996,Aquatics,Swimming,"SMITH, Graeme",GBR,Men,1500m freestyle,M,Bronze,"February 1, 1981 (age 35 years)",190.5,,192,87.27272727,1500m,Freestyle
880,880,Atlanta,1996,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Men,1500m freestyle,M,Gold,"August 14, 1973 (age 43 years)",193.04,,198,90,1500m,Freestyle
881,881,Atlanta,1996,Aquatics,Swimming,"KOWALSKI, Daniel",AUS,Men,1500m freestyle,M,Silver,"July 2, 1975 (age 41 years)",180.34,,168,76.36363636,1500m,Freestyle
882,882,Atlanta,1996,Aquatics,Swimming,"MERISI, Emanuele",ITA,Men,200m backstroke,M,Bronze,"October 10, 1972 (age 44 years)",185.42,,172,78.18181818,200m,Backstroke
883,883,Atlanta,1996,Aquatics,Swimming,"BRIDGEWATER, Brad",USA,Men,200m backstroke,M,Gold,"March 29, 1973 (age 43 years)",190.5,,185,84.09090909,200m,Backstroke
884,884,Atlanta,1996,Aquatics,Swimming,"SCHWENK, Tripp",USA,Men,200m backstroke,M,Silver,"June 17, 1971 (age 45 years)",190.5,,174,79.09090909,200m,Backstroke
885,885,Atlanta,1996,Aquatics,Swimming,"RUND, Cathleen",GER,Women,200m backstroke,W,Bronze,"November 3, 1977 (age 39 years)",,,159,72.27272727,200m,Backstroke
886,886,Atlanta,1996,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,200m backstroke,W,Gold,"August 16, 1974 (age 42 years)",175.26,,126,57.27272727,200m,Backstroke
887,887,Atlanta,1996,Aquatics,Swimming,"HEDGEPETH, Whitney L.",USA,Women,200m backstroke,W,Silver,"March 19, 1971 (age 45 years)",177.8,,,#VALUE!,200m,Backstroke
888,888,Atlanta,1996,Aquatics,Swimming,"KORNEYEV, Andrey",RUS,Men,200m breaststroke,M,Bronze,10-Jan-74,190.5,22.0,176,80,200m,Breaststroke
889,889,Atlanta,1996,Aquatics,Swimming,"ROZSA, Norbert",HUN,Men,200m breaststroke,M,Gold,"February 9, 1972 (age 44 years)",185.42,,,#VALUE!,200m,Breaststroke
890,890,Atlanta,1996,Aquatics,Swimming,"GUTTLER, Karoly",HUN,Men,200m breaststroke,M,Silver,"June 15, 1968 (age 48 years)",187.96,,,#VALUE!,200m,Breaststroke
891,891,Atlanta,1996,Aquatics,Swimming,"KOVACS, Agnes",HUN,Women,200m breaststroke,W,Bronze,"July 13, 1981 (age 35 years)",177.8,,,#VALUE!,200m,Breaststroke
892,892,Atlanta,1996,Aquatics,Swimming,"HEYNS, Penelope",RSA,Women,200m breaststroke,W,Gold,"November 8, 1974 (age 41 years)",,,139,63.18181818,200m,Breaststroke
893,893,Atlanta,1996,Aquatics,Swimming,"BEARD, Amanda",USA,Women,200m breaststroke,W,Silver,"October 29, 1981 (age 35 years)",172.72,,130,59.09090909,200m,Breaststroke
894,894,Atlanta,1996,Aquatics,Swimming,"GOODMAN, Scott",AUS,Men,200m butterfly,M,Bronze,,182.88,,170,77.27272727,200m,Butterfly
895,895,Atlanta,1996,Aquatics,Swimming,"PANKRATOV, Denis",RUS,Men,200m butterfly,M,Gold,"July 4, 1974 (age 42 years)",187.96,,185,84.09090909,200m,Butterfly
896,896,Atlanta,1996,Aquatics,Swimming,"MALCHOW, Tom",USA,Men,200m butterfly,M,Silver,"August 18, 1976 (age 40 years)",198.12,,190,86.36363636,200m,Butterfly
897,897,Atlanta,1996,Aquatics,Swimming,"SMITH, Michelle Marie",IRL,Women,200m butterfly,W,Bronze,,,,157,71.36363636,200m,Butterfly
898,898,Atlanta,1996,Aquatics,Swimming,"O'NEILL, Susan",AUS,Women,200m butterfly,W,Gold,"August 2, 1973 (age 43 years)",170.18,,139,63.18181818,200m,Butterfly
899,899,Atlanta,1996,Aquatics,Swimming,"THOMAS, Petria",AUS,Women,200m butterfly,W,Silver,"August 25, 1975 (age 41 years)",162.56,,141,64.09090909,200m,Butterfly
900,900,Atlanta,1996,Aquatics,Swimming,"KOWALSKI, Daniel",AUS,Men,200m freestyle,M,Bronze,"July 2, 1975 (age 41 years)",180.34,,168,76.36363636,200m,Freestyle
901,901,Atlanta,1996,Aquatics,Swimming,"LOADER, Danyon Joseph",NZL,Men,200m freestyle,M,Gold,"April 21, 1975 (age 41 years)",187.96,,,#VALUE!,200m,Freestyle
902,902,Atlanta,1996,Aquatics,Swimming,"BORGES, Gustavo",BRA,Men,200m freestyle,M,Silver,"December 2, 1972 (age 43 years)",203.2,,216,98.18181818,200m,Freestyle
903,903,Atlanta,1996,Aquatics,Swimming,"HASE, Dagmar",GER,Women,200m freestyle,W,Bronze,"December 22, 1969 (age 46 years)",182.88,,137,62.27272727,200m,Freestyle
904,904,Atlanta,1996,Aquatics,Swimming,"POLL AHRENS, Claudia",CRC,Women,200m freestyle,W,Gold,"December 21, 1972 (age 43 years)",190.5,,168,76.36363636,200m,Freestyle
905,905,Atlanta,1996,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,200m freestyle,W,Silver,"April 5, 1978 (age 38 years)",180.34,,146,66.36363636,200m,Freestyle
906,906,Atlanta,1996,Aquatics,Swimming,"MYDEN, Curtis Allen",CAN,Men,200m individual medley,M,Bronze,"December 31, 1973 (age 42 years)",187.96,,185,84.09090909,200m,Individual
907,907,Atlanta,1996,Aquatics,Swimming,"CZENE, Attila",HUN,Men,200m individual medley,M,Gold,"June 20, 1974 (age 42 years)",185.42,,168,76.36363636,200m,Individual
908,908,Atlanta,1996,Aquatics,Swimming,"SIEVINEN, Jani",FIN,Men,200m individual medley,M,Silver,"March 31, 1974 (age 42 years)",180.34,,174,79.09090909,200m,Individual
909,909,Atlanta,1996,Aquatics,Swimming,"LIN, Li",CHN,Women,200m individual medley,W,Bronze,"April 16, 1976 (age 40 years)",170.18,,152,69.09090909,200m,Individual
910,910,Atlanta,1996,Aquatics,Swimming,"SMITH, Michelle Marie",IRL,Women,200m individual medley,W,Gold,,,,157,71.36363636,200m,Individual
911,911,Atlanta,1996,Aquatics,Swimming,"LIMPERT, Marianne Luise",CAN,Women,200m individual medley,W,Silver,,180.34,,,#VALUE!,200m,Individual
912,912,Atlanta,1996,Aquatics,Swimming,"KOWALSKI, Daniel",AUS,Men,400m freestyle,M,Bronze,"July 2, 1975 (age 41 years)",180.34,,168,76.36363636,400m,Freestyle
913,913,Atlanta,1996,Aquatics,Swimming,"LOADER, Danyon Joseph",NZL,Men,400m freestyle,M,Gold,"April 21, 1975 (age 41 years)",187.96,,,#VALUE!,400m,Freestyle
914,914,Atlanta,1996,Aquatics,Swimming,"PALMER, Paul Rory",GBR,Men,400m freestyle,M,Silver,"October 18, 1974 (age 42 years)",200.66,,209,95,400m,Freestyle
915,915,Atlanta,1996,Aquatics,Swimming,"VLIEGHUIS, Kirsten",NED,Women,400m freestyle,W,Bronze,"May 17, 1976 (age 40 years)",172.72,,141,64.09090909,400m,Freestyle
916,916,Atlanta,1996,Aquatics,Swimming,"SMITH, Michelle Marie",IRL,Women,400m freestyle,W,Gold,,,,157,71.36363636,400m,Freestyle
917,917,Atlanta,1996,Aquatics,Swimming,"HASE, Dagmar",GER,Women,400m freestyle,W,Silver,"December 22, 1969 (age 46 years)",182.88,,137,62.27272727,400m,Freestyle
918,918,Atlanta,1996,Aquatics,Swimming,"MYDEN, Curtis Allen",CAN,Men,400m individual medley,M,Bronze,"December 31, 1973 (age 42 years)",187.96,,185,84.09090909,400m,Individual
919,919,Atlanta,1996,Aquatics,Swimming,"DOLAN, Tom",USA,Men,400m individual medley,M,Gold,,198.12,,190,86.36363636,400m,Individual
920,920,Atlanta,1996,Aquatics,Swimming,"NAMESNIK, Eric",USA,Men,400m individual medley,M,Silver,7-Aug-70,185.42,26.0,172,78.18181818,400m,Individual
921,921,Atlanta,1996,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,400m individual medley,W,Bronze,"August 16, 1974 (age 42 years)",175.26,,126,57.27272727,400m,Individual
922,922,Atlanta,1996,Aquatics,Swimming,"SMITH, Michelle Marie",IRL,Women,400m individual medley,W,Gold,,,,157,71.36363636,400m,Individual
923,923,Atlanta,1996,Aquatics,Swimming,"WAGNER, Allison",USA,Women,400m individual medley,W,Silver,"July 21, 1977 (age 39 years)",167.64,,117,53.18181818,400m,Individual
924,924,Atlanta,1996,Aquatics,Swimming,"SCHERER, Fernando",BRA,Men,50m freestyle,M,Bronze,"October 6, 1974 (age 42 years)",193.04,,187,85,50m,Freestyle
925,925,Atlanta,1996,Aquatics,Swimming,"POPOV, Alexander",RUS,Men,50m freestyle,M,Gold,"November 16, 1971 (age 44 years)",198.12,,,#VALUE!,50m,Freestyle
926,926,Atlanta,1996,Aquatics,Swimming,"HALL, Gary Jr.",USA,Men,50m freestyle,M,Silver,"September 26, 1974 (age 42 years)",198.12,,218,99.09090909,50m,Freestyle
927,927,Atlanta,1996,Aquatics,Swimming,"VOELKER, Sandra",GER,Women,50m freestyle,W,Bronze,"April 1, 1974 (age 42 years)",180.34,,,#VALUE!,50m,Freestyle
928,928,Atlanta,1996,Aquatics,Swimming,"VAN DYKEN, Amy",USA,Women,50m freestyle,W,Gold,"February 15, 1973 (age 43 years)",182.88,,163,74.09090909,50m,Freestyle
929,929,Atlanta,1996,Aquatics,Swimming,"LE, Jingyi",CHN,Women,50m freestyle,W,Silver,"March 19, 1975 (age 41 years)",177.8,,150,68.18181818,50m,Freestyle
930,930,Atlanta,1996,Aquatics,Swimming,"VLIEGHUIS, Kirsten",NED,Women,800m freestyle,W,Bronze,"May 17, 1976 (age 40 years)",172.72,,141,64.09090909,800m,Freestyle
931,931,Atlanta,1996,Aquatics,Swimming,"BENNETT, Brooke",USA,Women,800m freestyle,W,Gold,"May 6, 1980 (age 36 years)",165.1,,126,57.27272727,800m,Freestyle
932,932,Atlanta,1996,Aquatics,Swimming,"HASE, Dagmar",GER,Women,800m freestyle,W,Silver,"December 22, 1969 (age 46 years)",182.88,,137,62.27272727,800m,Freestyle
933,933,Sydney,2000,Aquatics,Swimming,"THELOKE, Stev",GER,Men,100m backstroke,M,Bronze,"January 18, 1978 (age 38 years)",203.2,,220,100,100m,Backstroke
