,Year,Event,Athlete,Gender,DOB,height,DOB1,Medal,Age
1088,2011,50 metre breaststroke,Rebecca Soni,Women,"March 18, 1987 (age 29 years)",172.72,"March 18, 1987",Bronze,24.4739726027
1089,2013,50 metre breaststroke,Yuliya Yefimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Gold,21.4273972603
1090,2013,50 metre breaststroke,Rta Meilutyt,Women,,,N,Silver,
1091,2013,50 metre breaststroke,Jessica Hardy,Women,"March 12, 1987 (age 29 years)",182.88,"March 12, 1987",Bronze,26.4931506849
1092,2015,50 metre breaststroke,Jennie Johansson,Women,"June 15, 1988 (age 28 years)",187.96,"June 15, 1988",Gold,27.2301369863
1093,2015,50 metre breaststroke,Alia Atkinson,Women,"December 11, 1988 (age 27 years)",172.72,"December 11, 1988",Silver,26.7397260274
1094,2015,50 metre breaststroke,Yuliya Efimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Bronze,23.4273972603
1095,1973,100 metre breaststroke,Renate Vogel,Women,"June 30, 1955 (age 61 years)",165.1,"June 30, 1955",Gold,18.1863013699
1096,1973,100 metre breaststroke,Lyubov Rusanova,Women,"February 2, 1954 (age 62 years)",165.1,"February 2, 1954",Silver,19.5917808219
1097,1973,100 metre breaststroke,Brigitte Schuchardt,Women,"March 28, 1955 (age 61 years)",,"March 28, 1955",Bronze,18.4438356164
1098,1975,100 metre breaststroke,Hannelore Anke,Women,"December 8, 1957 (age 58 years)",160.02,"December 8, 1957",Gold,17.7424657534
1099,1975,100 metre breaststroke,Wijda Mazereeuw,Women,"August 11, 1953 (age 63 years)",,"August 11, 1953",Silver,22.0712328767
1100,1975,100 metre breaststroke,Marcia Morey,Women,"August 14, 1955 (age 61 years)",175.26,"August 14, 1955",Bronze,20.0630136986
1101,1978,100 metre breaststroke,Yuliya Bogdanova,Women,"April 27, 1964 (age 52 years)",170.18,"April 27, 1964",Gold,14.3561643836
1102,1978,100 metre breaststroke,Tracy Caulkins,Women,"January 11, 1963 (age 53 years)",175.26,"January 11, 1963",Silver,15.6493150685
1103,1978,100 metre breaststroke,Margaret Kelly,Women,"September 22, 1956 (age 60 years)",,"September 22, 1956",Bronze,21.9561643836
1104,1982,100 metre breaststroke,Ute Geweniger,Women,"February 24, 1964 (age 52 years)",177.8,"February 24, 1964",Gold,18.5315068493
1105,1982,100 metre breaststroke,Ann Ottenbrite,Women,"May 12, 1966 (age 50 years)",175.26,"May 12, 1966",Silver,16.3178082192
1106,1986,100 metre breaststroke,Sylvia Gerasch,Women,"March 16, 1969 (age 47 years)",175.26,"March 16, 1969",Gold,17.4739726027
1107,1986,100 metre breaststroke,Silke Hrner,Women,"September 12, 1965 (age 51 years)",167.64,"September 12, 1965",Silver,20.9835616438
1108,1986,100 metre breaststroke,Tanya Bogomilova,Women,"June 30, 1964 (age 52 years)",,"June 30, 1964",Bronze,22.1863013699
1109,1991,100 metre breaststroke,Linley Frame,Women,"November 12, 1971 (age 45 years)",172.72,"November 12, 1971",Gold,19.8164383562
1110,1991,100 metre breaststroke,Jana Drries,Women,,,N,Silver,
1111,1991,100 metre breaststroke,Yelena Volkova,Women,"June 13, 1960 (age 56 years)",180.34,"June 13, 1960",Bronze,
1112,1994,100 metre breaststroke,Samantha Riley,Women,"November 13, 1972 (age 44 years)",185.42,"November 13, 1972",Gold,21.8136986301
1113,1994,100 metre breaststroke,Dai Guohong,Women,"September 3, 1977 (age 39 years)",,"September 3, 1977",Silver,17.0054794521
1114,1994,100 metre breaststroke,Yuan Yuan,Women,"October 5, 1979 (age 37 years)",165.1,"October 5, 1979",Bronze,14.9178082192
1115,1998,100 metre breaststroke,Kristy Kowal,Women,"October 9, 1978 (age 38 years)",182.88,"October 9, 1978",Gold,19.9095890411
1116,1998,100 metre breaststroke,Helen Denman,Women,"September 4, 1976 (age 40 years)",182.88,"September 4, 1976",Silver,22.0054794521
1117,1998,100 metre breaststroke,Lauren van Oosten,Women,"November 17, 1978 (age 38 years)",170.18,"November 17, 1978",Bronze,19.802739726
1118,2001,100 metre breaststroke,Luo Xuejuan,Women,"January 26, 1984 (age 32 years)",167.64,"January 26, 1984",Gold,17.6109589041
1119,2001,100 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Silver,16.0164383562
1120,2001,100 metre breaststroke,gnes Kovcs,Women,"July 13, 1981 (age 35 years)",177.8,"July 13, 1981",Bronze,20.1506849315
1121,2003,100 metre breaststroke,Luo Xuejuan,Women,"January 26, 1984 (age 32 years)",167.64,"January 26, 1984",Gold,19.6109589041
1122,2003,100 metre breaststroke,Amanda Beard,Women,"October 29, 1981 (age 35 years)",172.72,"October 29, 1981",Silver,21.8547945205
1123,2003,100 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Bronze,18.0164383562
1124,2005,100 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Gold,20.0191780822
1125,2005,100 metre breaststroke,Jessica Hardy,Women,"March 12, 1987 (age 29 years)",182.88,"March 12, 1987",Silver,18.4876712329
1126,2005,100 metre breaststroke,Tara Kirk,Women,"July 12, 1982 (age 34 years)",167.64,"July 12, 1982",Bronze,23.1561643836
1127,2007,100 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Gold,22.0191780822
1128,2007,100 metre breaststroke,Tara Kirk,Women,"July 12, 1982 (age 34 years)",167.64,"July 12, 1982",Silver,25.1561643836
1129,2007,100 metre breaststroke,Anna Khlistunova,Women,"February 27, 1988 (age 28 years)",182.88,"February 27, 1988",Bronze,19.5232876712
1130,2009,100 metre breaststroke,Rebecca Soni,Women,"March 18, 1987 (age 29 years)",172.72,"March 18, 1987",Gold,22.4739726027
1131,2009,100 metre breaststroke,Yuliya Yefimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Silver,17.4246575342
1132,2009,100 metre breaststroke,Kasey Carlson,Women,"November 26, 1991 (age 25 years)",185.42,"November 26, 1991",Bronze,17.7780821918
1133,2011,100 metre breaststroke,Rebecca Soni,Women,"March 18, 1987 (age 29 years)",172.72,"March 18, 1987",Gold,24.4739726027
1134,2011,100 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Silver,26.0219178082
1135,2011,100 metre breaststroke,Ji Liping,Women,"December 9, 1988 (age 27 years)",177.8,"December 9, 1988",Bronze,22.7424657534
1136,2013,100 metre breaststroke,Rta Meilutyt,Women,,,N,Gold,
1137,2013,100 metre breaststroke,Yuliya Yefimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Silver,21.4273972603
1138,2013,100 metre breaststroke,Jessica Hardy,Women,"March 12, 1987 (age 29 years)",182.88,"March 12, 1987",Bronze,26.4931506849
1139,2015,100 metre breaststroke,Yuliya Yefimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Gold,23.4273972603
1140,2015,100 metre breaststroke,Rta Meilutyt,Women,,,N,Silver,
1141,2015,100 metre breaststroke,Alia Atkinson,Women,"December 11, 1988 (age 27 years)",172.72,"December 11, 1988",Bronze,26.7397260274
1142,1973,200 metre breaststroke,Renate Vogel,Women,"June 30, 1955 (age 61 years)",165.1,"June 30, 1955",Gold,18.1863013699
1143,1973,200 metre breaststroke,Hannelore Anke,Women,"December 8, 1957 (age 58 years)",160.02,"December 8, 1957",Silver,15.7424657534
1144,1973,200 metre breaststroke,Lynn Colella,Women,"June 13, 1950 (age 66 years)",170.18,"June 13, 1950",Bronze,23.2356164384
1145,1975,200 metre breaststroke,Hannelore Anke,Women,"December 8, 1957 (age 58 years)",160.02,"December 8, 1957",Gold,17.7424657534
1146,1975,200 metre breaststroke,Wijda Mazereeuw,Women,"August 11, 1953 (age 63 years)",,"August 11, 1953",Silver,22.0712328767
1147,1975,200 metre breaststroke,Karla Linke,Women,"June 29, 1960 (age 56 years)",180.34,"June 29, 1960",Bronze,15.1835616438
1148,1978,200 metre breaststroke,Lina Kachushite,Women,"January 1, 1963 (age 53 years)",,"January 1, 1963",Gold,15.6767123288
1149,1978,200 metre breaststroke,Yuliya Bogdanova,Women,"April 27, 1964 (age 52 years)",170.18,"April 27, 1964",Silver,14.3561643836
1150,1978,200 metre breaststroke,Susanne Nielsson,Women,"July 8, 1960 (age 56 years)",,"July 8, 1960",Bronze,18.1616438356
1151,1982,200 metre breaststroke,Svetlana Varganova,Women,"November 19, 1964 (age 52 years)",170.18,"November 19, 1964",Gold,17.7945205479
1152,1982,200 metre breaststroke,Ute Geweniger,Women,"February 24, 1964 (age 52 years)",177.8,"February 24, 1964",Silver,18.5315068493
1153,1982,200 metre breaststroke,Ann Ottenbrite,Women,"May 12, 1966 (age 50 years)",175.26,"May 12, 1966",Bronze,16.3178082192
1154,1986,200 metre breaststroke,Silke Hrner,Women,"September 12, 1965 (age 51 years)",167.64,"September 12, 1965",Gold,20.9835616438
1155,1986,200 metre breaststroke,Tanya Bogomilova,Women,"June 30, 1964 (age 52 years)",,"June 30, 1964",Silver,22.1863013699
1156,1986,200 metre breaststroke,Allison Higson,Women,"March 13, 1973 (age 43 years)",180.34,"March 13, 1973",Bronze,
1157,1991,200 metre breaststroke,Yelena Volkova,Women,"June 13, 1960 (age 56 years)",180.34,"June 13, 1960",Gold,
1158,1991,200 metre breaststroke,Linley Frame,Women,"November 12, 1971 (age 45 years)",172.72,"November 12, 1971",Silver,19.8164383562
1159,1991,200 metre breaststroke,Jana Drries,Women,,,N,Bronze,
1160,1994,200 metre breaststroke,Samantha Riley,Women,"November 13, 1972 (age 44 years)",185.42,"November 13, 1972",Gold,21.8136986301
1161,1994,200 metre breaststroke,Yuan Yuan,Women,"October 5, 1979 (age 37 years)",165.1,"October 5, 1979",Silver,14.9178082192
1162,1994,200 metre breaststroke,Brigitte Becue,Women,"November 18, 1972 (age 44 years)",162.56,"November 18, 1972",Bronze,21.8
1163,1998,200 metre breaststroke,gnes Kovcs,Women,"July 13, 1981 (age 35 years)",177.8,"July 13, 1981",Gold,17.1479452055
1164,1998,200 metre breaststroke,Kristy Kowal,Women,"October 9, 1978 (age 38 years)",182.88,"October 9, 1978",Silver,19.9095890411
1165,1998,200 metre breaststroke,Jenna Street,Women,"July 3, 1982 (age 34 years)",,"July 3, 1982",Bronze,16.1753424658
1166,2001,200 metre breaststroke,gnes Kovcs,Women,"July 13, 1981 (age 35 years)",177.8,"July 13, 1981",Gold,20.1506849315
1167,2001,200 metre breaststroke,Qi Hui,Women,"January 13, 1985 (age 31 years)",177.8,"January 13, 1985",Silver,16.6438356164
1168,2001,200 metre breaststroke,Luo Xuejuan,Women,"January 26, 1984 (age 32 years)",167.64,"January 26, 1984",Bronze,17.6109589041
1169,2003,200 metre breaststroke,Amanda Beard,Women,"October 29, 1981 (age 35 years)",172.72,"October 29, 1981",Gold,21.8547945205
1170,2003,200 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Silver,18.0164383562
1171,2003,200 metre breaststroke,Qi Hui,Women,"January 13, 1985 (age 31 years)",177.8,"January 13, 1985",Bronze,18.6438356164
1172,2005,200 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Gold,20.0191780822
1173,2005,200 metre breaststroke,Anne Poleska,Women,"February 20, 1980 (age 36 years)",180.34,"February 20, 1980",Silver,25.5479452055
1174,2005,200 metre breaststroke,Mirna Juki,Women,"April 9, 1986 (age 30 years)",,"April 9, 1986",Bronze,19.4109589041
1175,2007,200 metre breaststroke,Leisel Jones,Women,"August 30, 1985 (age 31 years)",177.8,"August 30, 1985",Gold,22.0191780822
1176,2007,200 metre breaststroke,Kirsty Balfour,Women,"February 21, 1984 (age 32 years)",172.72,"February 21, 1984",Silver,23.5424657534
1177,2009,200 metre breaststroke,Naa Higl,Women,,,N,Gold,
1178,2009,200 metre breaststroke,Annamay Pierse,Women,"December 5, 1983 (age 32 years)",177.8,"December 5, 1983",Silver,25.7589041096
1179,2009,200 metre breaststroke,Mirna Juki,Women,"April 9, 1986 (age 30 years)",,"April 9, 1986",Bronze,23.4136986301
1180,2011,200 metre breaststroke,Rebecca Soni,Women,"March 18, 1987 (age 29 years)",172.72,"March 18, 1987",Gold,24.4739726027
1181,2011,200 metre breaststroke,Yuliya Yefimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Silver,19.4246575342
1182,2011,200 metre breaststroke,Martha McCabe,Women,"August 4, 1989 (age 27 years)",167.64,"August 4, 1989",Bronze,22.0904109589
1183,2013,200 metre breaststroke,Yuliya Yefimova,Women,"April 3, 1992 (age 24 years)",177.8,"April 3, 1992",Gold,21.4273972603
1184,2013,200 metre breaststroke,Rikke Mller Pedersen,Women,,175.26,N,Silver,
1185,2013,200 metre breaststroke,Micah Lawrence,Women,"July 20, 1990 (age 26 years)",182.88,"July 20, 1990",Bronze,23.1342465753
1186,2015,200 metre breaststroke,Kanako Watanabe,Women,"November 15, 1996 (age 20 years)",165.1,"November 15, 1996",Gold,18.8054794521
1187,2015,200 metre breaststroke,Micah Lawrence,Women,"July 20, 1990 (age 26 years)",182.88,"July 20, 1990",Silver,25.1342465753
1188,2015,200 metre breaststroke,Jessica Vall(ESP) Rikke Mller Pedersen(DEN) Shi Jinglin,Women,,,N,Bronze,
1189,2001,50 metre butterfly,Inge de Bruijn,Women,"August 24, 1973 (age 43 years)",177.8,"August 24, 1973",Gold,
1190,2001,50 metre butterfly,Therese Alshammar,Women,"August 26, 1977 (age 39 years)",180.34,"August 26, 1977",Silver,24.0328767123
1191,2001,50 metre butterfly,Anna-Karin Kammerling,Women,,177.8,N,Bronze,
1192,2003,50 metre butterfly,Inge de Bruijn,Women,"August 24, 1973 (age 43 years)",177.8,"August 24, 1973",Gold,
1193,2003,50 metre butterfly,Jenny Thompson,Women,"February 26, 1973 (age 43 years)",177.8,"February 26, 1973",Silver,
1194,2003,50 metre butterfly,Anna-Karin Kammerling,Women,"October 19, 1980 (age 36 years)",177.8,"October 19, 1980",Bronze,22.8821917808
1195,2005,50 metre butterfly,Danni Miatke,Women,"November 29, 1987 (age 29 years)",,"November 29, 1987",Gold,17.7698630137
1196,2005,50 metre butterfly,Anna-Karin Kammerling,Women,"October 19, 1980 (age 36 years)",177.8,"October 19, 1980",Silver,24.8849315068
1197,2005,50 metre butterfly,Therese Alshammar,Women,"August 26, 1977 (age 39 years)",180.34,"August 26, 1977",Bronze,
1198,2007,50 metre butterfly,Therese Alshammar,Women,"August 26, 1977 (age 39 years)",180.34,"August 26, 1977",Gold,
1199,2007,50 metre butterfly,Danni Miatke,Women,"November 29, 1987 (age 29 years)",,"November 29, 1987",Silver,19.7698630137
1200,2007,50 metre butterfly,Inge Dekker,Women,"August 18, 1985 (age 31 years)",182.88,"August 18, 1985",Bronze,22.0520547945
1201,2009,50 metre butterfly,Marieke Guehrer,Women,"February 9, 1986 (age 30 years)",185.42,"February 9, 1986",Gold,23.5753424658
1202,2009,50 metre butterfly,Zhou Yafei,Women,1984,,198,Silver,
1203,2009,50 metre butterfly,Ingvild Snildal,Women,"August 25, 1988 (age 28 years)",177.8,"August 25, 1988",Bronze,21.0328767123
1204,2011,50 metre butterfly,Inge Dekker,Women,"August 18, 1985 (age 31 years)",182.88,"August 18, 1985",Gold,26.0547945205
1205,2011,50 metre butterfly,Therese Alshammar,Women,"August 26, 1977 (age 39 years)",180.34,"August 26, 1977",Silver,
1206,2011,50 metre butterfly,Mlanie Henique,Women,"December 22, 1992 (age 23 years)",170.18,"December 22, 1992",Bronze,18.704109589
1207,2013,50 metre butterfly,Jeanette Ottesen,Women,"December 30, 1987 (age 28 years)",177.8,"December 30, 1987",Gold,25.6904109589
1208,2013,50 metre butterfly,Lu Ying,Women,"January 22, 1989 (age 27 years)",175.26,"January 22, 1989",Silver,24.6246575342
1209,2013,50 metre butterfly,Ranomi Kromowidjojo,Women,"August 20, 1990 (age 26 years)",177.8,"August 20, 1990",Bronze,23.0493150685
1210,2015,50 metre butterfly,Sarah Sjstrm,Women,"August 17, 1993 (age 23 years)",182.88,"August 17, 1993",Gold,22.0547945205
1211,2015,50 metre butterfly,Jeanette Ottesen,Women,"December 30, 1987 (age 28 years)",177.8,"December 30, 1987",Silver,
1212,2015,50 metre butterfly,Lu Ying,Women,"January 22, 1989 (age 27 years)",175.26,"January 22, 1989",Bronze,26.6246575342
1213,1973,100 metre butterfly,Kornelia Ender,Women,"October 25, 1958 (age 58 years)",172.72,"October 25, 1958",Gold,14.8630136986
1214,1973,100 metre butterfly,Rosemarie Kother,Women,"February 27, 1956 (age 60 years)",160.02,"February 27, 1956",Silver,17.5232876712
1215,1973,100 metre butterfly,Mayumi Aoki,Women,"May 1, 1953 (age 63 years)",165.1,"May 1, 1953",Bronze,20.3506849315
1216,1975,100 metre butterfly,Kornelia Ender,Women,"October 25, 1958 (age 58 years)",172.72,"October 25, 1958",Gold,16.8630136986
1217,1975,100 metre butterfly,Rosemarie Kother,Women,"February 27, 1956 (age 60 years)",160.02,"February 27, 1956",Silver,19.5232876712
1218,1975,100 metre butterfly,Camille Wright,Women,"March 5, 1955 (age 61 years)",172.72,"March 5, 1955",Bronze,20.5068493151
1219,1978,100 metre butterfly,Joan Pennington,Women,1960,,196,Gold,
1220,1978,100 metre butterfly,Andrea Pollack,Women,"May 8, 1961 (age 55 years)",165.1,"May 8, 1961",Silver,17.3287671233
1221,1978,100 metre butterfly,Wendy Quirk,Women,"May 29, 1959 (age 57 years)",172.72,"May 29, 1959",Bronze,19.2739726027
1222,1982,100 metre butterfly,Mary T. Meagher,Women,"October 27, 1964 (age 52 years)",172.72,"October 27, 1964",Gold,17.8575342466
1223,1982,100 metre butterfly,Ines Geissler,Women,"February 16, 1963 (age 53 years)",165.1,"February 16, 1963",Silver,19.5534246575
1224,1982,100 metre butterfly,Melanie Buddemeyer,Women,1966,,196,Bronze,
1225,1986,100 metre butterfly,Kornelia Gressler,Women,"November 9, 1970 (age 46 years)",,"November 9, 1970",Gold,15.8219178082
1226,1986,100 metre butterfly,Kristin Otto,Women,"February 7, 1966 (age 50 years)",185.42,"February 7, 1966",Silver,20.5780821918
1227,1986,100 metre butterfly,Mary T. Meagher,Women,"October 27, 1964 (age 52 years)",172.72,"October 27, 1964",Bronze,21.8602739726
1228,1991,100 metre butterfly,Qian Hong,Women,,,N,Gold,
1229,1991,100 metre butterfly,Wang Xiaohong,Women,"November 20, 1968 (age 48 years)",,"November 20, 1968",Silver,22.7945205479
1230,1991,100 metre butterfly,Catherine Plewinski,Women,"July 12, 1968 (age 48 years)",,"July 12, 1968",Bronze,23.1534246575
1231,1994,100 metre butterfly,Liu Limin,Women,"March 27, 1976 (age 40 years)",170.18,"March 27, 1976",Gold,18.4438356164
1232,1994,100 metre butterfly,Qu Yun,Women,"June 5, 1978 (age 38 years)",,"June 5, 1978",Silver,16.2520547945
1233,1994,100 metre butterfly,Susan O'Neill,Women,"August 2, 1973 (age 43 years)",170.18,"August 2, 1973",Bronze,21.095890411
1234,1998,100 metre butterfly,Jenny Thompson,Women,"February 26, 1973 (age 43 years)",177.8,"February 26, 1973",Gold,25.5287671233
1235,1998,100 metre butterfly,Ayari Aoyama,Women,"February 10, 1982 (age 34 years)",152.4,"February 10, 1982",Silver,16.5671232877
1236,1998,100 metre butterfly,Petria Thomas,Women,"August 25, 1975 (age 41 years)",162.56,"August 25, 1975",Bronze,23.0356164384
1237,2001,100 metre butterfly,Petria Thomas,Women,"August 25, 1975 (age 41 years)",162.56,"August 25, 1975",Gold,26.0383561644
1238,2001,100 metre butterfly,Otylia Jdrzejczak,Women,"December 13, 1983 (age 32 years)",187.96,"December 13, 1983",Silver,17.7315068493
1239,2001,100 metre butterfly,Junko Onishi,Women,"April 16, 1967 (age 49 years)",,"April 16, 1967",Bronze,
1240,2003,100 metre butterfly,Jenny Thompson,Women,"February 26, 1973 (age 43 years)",177.8,"February 26, 1973",Gold,
1241,2003,100 metre butterfly,Otylia Jdrzejczak,Women,"December 13, 1983 (age 32 years)",187.96,"December 13, 1983",Silver,19.7315068493
1242,2003,100 metre butterfly,Martina Moravcov,Women,"January 16, 1976 (age 40 years)",,"January 16, 1976",Bronze,
1243,2005,100 metre butterfly,Jessicah Schipper,Women,"November 19, 1986 (age 30 years)",170.18,"November 19, 1986",Gold,18.797260274
1244,2005,100 metre butterfly,Libby Lenton,Women,"January 28, 1985 (age 31 years)",167.64,"January 28, 1985",Silver,20.6054794521
1245,2005,100 metre butterfly,Otylia Jdrzejczak,Women,"December 13, 1983 (age 32 years)",187.96,"December 13, 1983",Bronze,21.7342465753
1246,2007,100 metre butterfly,Libby Lenton,Women,"January 28, 1985 (age 31 years)",167.64,"January 28, 1985",Gold,22.6054794521
1247,2007,100 metre butterfly,Jessicah Schipper,Women,"November 19, 1986 (age 30 years)",170.18,"November 19, 1986",Silver,20.797260274
1248,2007,100 metre butterfly,Natalie Coughlin,Women,"August 23, 1982 (age 34 years)",172.72,"August 23, 1982",Bronze,25.0410958904
1249,2009,100 metre butterfly,Sarah Sjstrm,Women,"August 17, 1993 (age 23 years)",182.88,"August 17, 1993",Gold,16.0520547945
1250,2009,100 metre butterfly,Jessicah Schipper,Women,"November 19, 1986 (age 30 years)",170.18,"November 19, 1986",Silver,22.8
1251,2009,100 metre butterfly,Jiao Liuyang,Women,"August 6, 1991 (age 25 years)",172.72,"August 6, 1991",Bronze,18.0849315068
1252,2011,100 metre butterfly,Dana Vollmer,Women,"November 13, 1987 (age 29 years)",182.88,"November 13, 1987",Gold,23.8164383562
1253,2011,100 metre butterfly,Alicia Coutts,Women,"September 14, 1987 (age 29 years)",175.26,"September 14, 1987",Silver,23.9808219178
1254,2011,100 metre butterfly,Lu Ying,Women,"January 22, 1989 (age 27 years)",175.26,"January 22, 1989",Bronze,22.6219178082
1255,2013,100 metre butterfly,Sarah Sjstrm,Women,"August 17, 1993 (age 23 years)",182.88,"August 17, 1993",Gold,20.0547945205
1256,2013,100 metre butterfly,Alicia Coutts,Women,"September 14, 1987 (age 29 years)",175.26,"September 14, 1987",Silver,25.9835616438
1257,2013,100 metre butterfly,Dana Vollmer,Women,"November 13, 1987 (age 29 years)",182.88,"November 13, 1987",Bronze,25.8191780822
1258,2015,100 metre butterfly,Sarah Sjstrm,Women,"August 17, 1993 (age 23 years)",182.88,"August 17, 1993",Gold,22.0547945205
1259,2015,100 metre butterfly,Jeanette Ottesen,Women,"December 30, 1987 (age 28 years)",177.8,"December 30, 1987",Silver,
1260,2015,100 metre butterfly,Lu Ying,Women,"January 22, 1989 (age 27 years)",175.26,"January 22, 1989",Bronze,26.6246575342
1261,1973,200 metre butterfly,Rosemarie Kother,Women,"February 27, 1956 (age 60 years)",160.02,"February 27, 1956",Gold,17.5232876712
1262,1973,200 metre butterfly,Roswitha Beier,Women,"December 22, 1956 (age 59 years)",160.02,"December 22, 1956",Silver,16.704109589
1263,1973,200 metre butterfly,Lynn Colella,Women,"June 13, 1950 (age 66 years)",170.18,"June 13, 1950",Bronze,23.2356164384
1264,1975,200 metre butterfly,Rosemarie Kother,Women,"February 27, 1956 (age 60 years)",160.02,"February 27, 1956",Gold,19.5232876712
1265,1975,200 metre butterfly,Valerie Lee,Women,,,N,Silver,
1266,1975,200 metre butterfly,Gabrielle Wuschek,Women,,,N,Bronze,
1267,1978,200 metre butterfly,Tracy Caulkins,Women,"January 11, 1963 (age 53 years)",175.26,"January 11, 1963",Gold,15.6493150685
1268,1978,200 metre butterfly,Nancy Hogshead,Women,"April 17, 1962 (age 54 years)",172.72,"April 17, 1962",Silver,16.3863013699
1269,1978,200 metre butterfly,Andrea Pollack,Women,"May 8, 1961 (age 55 years)",165.1,"May 8, 1961",Bronze,17.3287671233
1270,1982,200 metre butterfly,Ines Geissler,Women,"February 16, 1963 (age 53 years)",165.1,"February 16, 1963",Gold,19.5534246575
1271,1982,200 metre butterfly,Mary T. Meagher,Women,"October 27, 1964 (age 52 years)",172.72,"October 27, 1964",Silver,17.8575342466
1272,1982,200 metre butterfly,Heike Dahne,Women,"October 15, 1961 (age 55 years)",172.72,"October 15, 1961",Bronze,20.8931506849
1273,1986,200 metre butterfly,Mary T. Meagher,Women,"October 27, 1964 (age 52 years)",172.72,"October 27, 1964",Gold,21.8602739726
1274,1986,200 metre butterfly,Kornelia Gressler,Women,"November 9, 1970 (age 46 years)",,"November 9, 1970",Silver,15.8219178082
1275,1986,200 metre butterfly,Birte Weigang,Women,"January 31, 1968 (age 48 years)",175.26,"January 31, 1968",Bronze,18.597260274
1276,1991,200 metre butterfly,Summer Sanders,Women,"October 13, 1972 (age 44 years)",175.26,"October 13, 1972",Gold,18.895890411
1277,1991,200 metre butterfly,Rie Shito,Women,"August 26, 1973 (age 43 years)",165.1,"August 26, 1973",Silver,18.0273972603
1278,1991,200 metre butterfly,Hayley Lewis,Women,"March 2, 1974 (age 42 years)",170.18,"March 2, 1974",Bronze,17.5123287671
1279,1994,200 metre butterfly,Liu Limin,Women,"March 27, 1976 (age 40 years)",170.18,"March 27, 1976",Gold,18.4438356164
1280,1994,200 metre butterfly,Qu Yun,Women,"June 5, 1978 (age 38 years)",,"June 5, 1978",Silver,16.2520547945
1281,1994,200 metre butterfly,Susan O'Neill,Women,"August 2, 1973 (age 43 years)",170.18,"August 2, 1973",Bronze,21.095890411
1282,1998,200 metre butterfly,Susan O'Neill,Women,"August 2, 1973 (age 43 years)",,"August 2, 1973",Gold,25.098630137
1283,1998,200 metre butterfly,Petria Thomas,Women,"August 25, 1975 (age 41 years)",162.56,"August 25, 1975",Silver,23.0356164384
1284,1998,200 metre butterfly,Misty Hyman,Women,"March 23, 1979 (age 37 years)",170.18,"March 23, 1979",Bronze,19.4575342466
1285,2001,200 metre butterfly,Petria Thomas,Women,"August 25, 1975 (age 41 years)",162.56,"August 25, 1975",Gold,26.0383561644
1286,2001,200 metre butterfly,Annika Mehlhorn,Women,"August 5, 1983 (age 33 years)",165.1,"August 5, 1983",Silver,18.0876712329
1287,2001,200 metre butterfly,Kaitlin Sandeno,Women,"March 13, 1983 (age 33 years)",167.64,"March 13, 1983",Bronze,18.4849315068
1288,2003,200 metre butterfly,Otylia Jdrzejczak,Women,"December 13, 1983 (age 32 years)",187.96,"December 13, 1983",Gold,19.7315068493
1289,2003,200 metre butterfly,va Risztov,Women,"August 30, 1985 (age 31 years)",,"August 30, 1985",Silver,18.0164383562
1290,2003,200 metre butterfly,Yuko Nakanishi,Women,"April 24, 1981 (age 35 years)",165.1,"April 24, 1981",Bronze,22.3698630137
1291,2005,200 metre butterfly,Otylia Jdrzejczak,Women,"December 13, 1983 (age 32 years)",187.96,"December 13, 1983",Gold,21.7342465753
1292,2005,200 metre butterfly,Jessicah Schipper,Women,"November 19, 1986 (age 30 years)",170.18,"November 19, 1986",Silver,18.797260274
1293,2005,200 metre butterfly,Yuko Nakanishi,Women,"April 24, 1981 (age 35 years)",165.1,"April 24, 1981",Bronze,24.3726027397
1294,2007,200 metre butterfly,Jessicah Schipper,Women,"November 19, 1986 (age 30 years)",170.18,"November 19, 1986",Gold,20.797260274
1295,2007,200 metre butterfly,Kim Vandenberg,Women,"December 13, 1983 (age 32 years)",175.26,"December 13, 1983",Silver,23.7342465753
1296,2007,200 metre butterfly,Otylia Jdrzejczak,Women,"December 13, 1983 (age 32 years)",187.96,"December 13, 1983",Bronze,23.7342465753
1297,2009,200 metre butterfly,Jessicah Schipper,Women,"November 19, 1986 (age 30 years)",170.18,"November 19, 1986",Gold,22.8
1298,2009,200 metre butterfly,Liu Zige,Women,"March 31, 1989 (age 27 years)",180.34,"March 31, 1989",Silver,20.4356164384
